Дата,Номер_договора,ID_клиента,Название_клиента,Тип_клиента,ID_менеджера,ФИО_менеджера,Категория,Количество,Цена_за_ед,Сумма,Статус
2026-06-07,Д-2026-00680,53,Соловьев Сергей.,Розница,3,Сидоров В.Г.,Арматура,14,569.2,7968.74,Отменено
2026-06-07,Д-2026-00432,181,ООО «СтальПром-181»,Опт,5,Соколова Е.Д.,Арматура,581,507.34,294765.17,Оплачено
2026-06-07,Д-2026-01839,83,ООО «ТрубТорг-083»,Опт,5,Соколова Е.Д.,Лист,248,202.07,50112.64,Оплачено
2026-06-07,Д-2026-01143,66,Попов Андрей.,Розница,4,Кузнецов Д.Е.,Метизы,49,132.84,6509.22,Отменено
2026-06-07,Д-2026-00060,82,Петров Алексей.,Розница,3,Сидоров В.Г.,Арматура,23,311.96,7174.99,Отозвано
2026-06-07,Д-2026-01087,71,Волков Андрей.,Розница,4,Кузнецов Д.Е.,Лист,4,892.45,3569.81,Оплачено
2026-06-08,Д-2026-01711,36,Ковалев Петр.,Розница,2,Петров Б.В.,Лист,1,411.12,411.12,В работе
2026-06-08,Д-2026-00873,46,Попов Сергей.,Розница,2,Петров Б.В.,Трубы,2,956.93,1913.86,Отменено
2026-06-08,Д-2026-01742,194,Васильев Александр.,Розница,2,Петров Б.В.,Арматура,21,475.41,9983.65,Оплачено
2026-06-08,Д-2026-00661,116,Ковалев Дмитрий.,Розница,3,Сидоров В.Г.,Арматура,29,638.51,18516.65,Оплачено
2026-06-08,Д-2026-00378,6,ООО «ПрофМет-006»,Опт,2,Петров Б.В.,Лист,299,643.8,192494.85,Оплачено
2026-06-08,Д-2026-00130,59,ООО «ТрубМаркет-059»,Опт,1,Иванов А.А.,Арматура,577,207.93,119973.65,Отозвано
2026-06-08,Д-2026-01136,115,Федоров Дмитрий.,Розница,4,Кузнецов Д.Е.,Метизы,40,47.22,1888.93,В работе
2026-06-08,Д-2026-01041,194,Васильев Александр.,Розница,2,Петров Б.В.,Арматура,29,453.79,13159.79,Оплачено
2026-06-08,Д-2026-00793,161,Иванов Владимир.,Розница,2,Петров Б.В.,Лист,7,682.59,4778.14,Оплачено
2026-06-08,Д-2026-01618,104,Кузнецов Дмитрий.,Розница,2,Петров Б.В.,Арматура,21,290.79,6106.58,Оплачено
2026-06-08,Д-2026-01576,161,Иванов Владимир.,Розница,2,Петров Б.В.,Лист,2,698.48,1396.97,Оплачено
2026-06-08,Д-2026-00778,161,Иванов Владимир.,Розница,2,Петров Б.В.,Трубы,9,1139.11,10252.02,Отменено
2026-06-08,Д-2026-00528,197,Павлов Александр.,Розница,3,Сидоров В.Г.,Арматура,4,659.56,2638.22,Оплачено
2026-06-08,Д-2026-00087,58,ООО «СтальИндустрия-058»,Опт,5,Соколова Е.Д.,Трубы,156,382.28,59635.14,Оплачено
2026-06-08,Д-2026-01610,100,ООО «АрмТорг-100»,Опт,5,Соколова Е.Д.,Трубы,67,319.81,21427.45,Оплачено
2026-06-08,Д-2026-00296,83,ООО «ТрубТорг-083»,Опт,5,Соколова Е.Д.,Лист,279,204.63,57091.47,Оплачено
2026-06-08,Д-2026-01848,109,ООО «ВолгаМет-109»,Опт,1,Иванов А.А.,Трубы,316,734.4,232070.28,Оплачено
2026-06-09,Д-2026-00285,154,Васильев Михаил.,Розница,4,Кузнецов Д.Е.,Лист,7,579.77,4058.42,Отменено
2026-06-09,Д-2026-00658,194,Васильев Александр.,Розница,2,Петров Б.В.,Лист,7,286.69,2006.85,Оплачено
2026-06-09,Д-2026-01288,136,ООО «БелМеталл-136»,Опт,5,Соколова Е.Д.,Лист,213,617.47,131521.87,Отменено
2026-06-09,Д-2026-00444,61,Иванов Андрей.,Розница,2,Петров Б.В.,Арматура,8,202.2,1617.64,Отозвано
2026-06-09,Д-2026-01113,192,Зайцев Александр.,Розница,2,Петров Б.В.,Трубы,13,1197.01,15561.19,В работе
2026-06-09,Д-2026-00760,109,ООО «ВолгаМет-109»,Опт,1,Иванов А.А.,Трубы,263,743.78,195614.3,Оплачено
2026-06-09,Д-2026-00930,132,ООО «ЦентрСталь-132»,Опт,2,Петров Б.В.,Метизы,1183,79.14,93628.42,Отменено
2026-06-09,Д-2026-01615,58,ООО «СтальИндустрия-058»,Опт,5,Соколова Е.Д.,Лист,171,645.58,110394.82,Оплачено
2026-06-09,Д-2026-01757,64,Кузнецов Андрей.,Розница,2,Петров Б.В.,Трубы,10,834.29,8342.87,Отменено
2026-06-10,Д-2026-00897,187,Лебедев Александр.,Розница,3,Сидоров В.Г.,Лист,9,439.53,3955.77,Оплачено
2026-06-10,Д-2026-00767,20,ООО «АрмТорг-020»,Опт,1,Иванов А.А.,Трубы,317,676.13,214333.88,Оплачено
2026-06-10,Д-2026-01628,110,ООО «ДонСталь-110»,Опт,1,Иванов А.А.,Арматура,470,448.02,210568.95,Оплачено
2026-06-10,Д-2026-01222,181,ООО «СтальПром-181»,Опт,5,Соколова Е.Д.,Лист,163,169.42,27615.87,Оплачено
2026-06-10,Д-2026-01958,90,Морозов Алексей.,Розница,3,Сидоров В.Г.,Трубы,5,888.42,4442.1,Отозвано
2026-06-10,Д-2026-00692,51,Волков Сергей.,Розница,2,Петров Б.В.,Арматура,28,556.93,15593.96,В работе
2026-06-10,Д-2026-00632,76,Ковалев Андрей.,Розница,3,Сидоров В.Г.,Арматура,16,505.15,8082.38,Оплачено
2026-06-10,Д-2026-01549,6,ООО «ПрофМет-006»,Опт,2,Петров Б.В.,Метизы,753,117.21,88255.83,Оплачено
2026-06-10,Д-2026-01667,132,ООО «ЦентрСталь-132»,Опт,2,Петров Б.В.,Лист,274,484.71,132809.78,Отменено
2026-06-10,Д-2026-00712,132,ООО «ЦентрСталь-132»,Опт,2,Петров Б.В.,Арматура,687,591.05,406053.02,Оплачено
2026-06-10,Д-2026-01556,98,Семенов Алексей.,Розница,2,Петров Б.В.,Трубы,6,685.06,4110.34,Оплачено
2026-06-10,Д-2026-00349,60,ООО «АрмТорг-060»,Опт,1,Иванов А.А.,Трубы,404,644.38,260331.1,Отменено
2026-06-10,Д-2026-01939,103,ООО «ТрубТорг-103»,Опт,2,Петров Б.В.,Трубы,90,811.05,72994.51,Оплачено
2026-06-10,Д-2026-01542,197,Павлов Александр.,Розница,3,Сидоров В.Г.,Арматура,29,290.48,8423.8,В работе
2026-06-11,Д-2026-00835,84,ООО «АрмСтрой-084»,Опт,2,Петров Б.В.,Арматура,502,198.63,99710.9,Оплачено
2026-06-11,Д-2026-01166,82,Петров Алексей.,Розница,3,Сидоров В.Г.,Метизы,68,236.7,16095.35,Отменено
2026-06-11,Д-2026-00983,105,Соколов Дмитрий.,Розница,2,Петров Б.В.,Трубы,6,991.89,5951.33,Оплачено
2026-06-11,Д-2026-00713,154,Васильев Михаил.,Розница,4,Кузнецов Д.Е.,Метизы,11,234.49,2579.39,Оплачено
2026-06-11,Д-2026-01037,30,ООО «ДонСталь-030»,Опт,5,Соколова Е.Д.,Арматура,307,174.0,53418.38,Оплачено
2026-06-11,Д-2026-01059,124,ООО «АрмСтрой-124»,Опт,5,Соколова Е.Д.,Лист,31,475.92,14753.54,Оплачено
2026-06-11,Д-2026-00730,109,ООО «ВолгаМет-109»,Опт,1,Иванов А.А.,Арматура,560,543.18,304181.88,Оплачено
2026-06-11,Д-2026-00689,104,Кузнецов Дмитрий.,Розница,2,Петров Б.В.,Трубы,12,883.62,10603.42,Оплачено
2026-06-11,Д-2026-00694,150,ООО «ДонСталь-150»,Опт,2,Петров Б.В.,Арматура,625,267.53,167203.29,Оплачено
2026-06-11,Д-2026-00849,55,Федоров Сергей.,Розница,3,Сидоров В.Г.,Трубы,3,766.53,2299.59,Оплачено
2026-06-11,Д-2026-01448,199,Егоров Александр.,Розница,3,Сидоров В.Г.,Арматура,23,524.33,12059.64,В работе
2026-06-11,Д-2026-01726,154,Васильев Михаил.,Розница,4,Кузнецов Д.Е.,Лист,1,890.33,890.33,Отменено
2026-06-11,Д-2026-00631,184,Кузнецов Александр.,Розница,2,Петров Б.В.,Лист,9,838.27,7544.46,Оплачено
2026-06-11,Д-2026-01652,10,Морозов Иван.,Розница,2,Петров Б.В.,Арматура,14,388.45,5438.3,Оплачено
2026-06-11,Д-2026-00260,71,Волков Андрей.,Розница,4,Кузнецов Д.Е.,Лист,9,787.62,7088.6,Отозвано
2026-06-11,Д-2026-01229,30,ООО «ДонСталь-030»,Опт,5,Соколова Е.Д.,Лист,206,594.56,122479.28,Отменено
2026-06-11,Д-2026-01588,111,ООО «КавказМет-111»,Опт,2,Петров Б.В.,Лист,81,296.32,24002.01,Оплачено
2026-06-12,Д-2026-01555,108,Козлов Дмитрий.,Розница,2,Петров Б.В.,Лист,5,230.19,1150.95,В работе
2026-06-12,Д-2026-00829,151,Волков Михаил.,Розница,3,Сидоров В.Г.,Арматура,20,180.65,3613.01,Отменено
2026-06-12,Д-2026-01008,65,ООО «ЛистМет-065»,Опт,5,Соколова Е.Д.,Арматура,812,218.84,177699.65,Оплачено
2026-06-12,Д-2026-00151,125,ООО «ЛистМет-125»,Опт,2,Петров Б.В.,Арматура,728,487.82,355133.06,Оплачено
2026-06-12,Д-2026-00092,175,Федоров Владимир.,Розница,2,Петров Б.В.,Лист,5,714.65,3573.24,Оплачено
2026-06-12,Д-2026-01697,48,Козлов Сергей.,Розница,2,Петров Б.В.,Арматура,9,437.31,3935.8,Оплачено
2026-06-12,Д-2026-01745,77,Павлов Андрей.,Розница,4,Кузнецов Д.Е.,Метизы,70,137.13,9598.85,В работе
2026-06-12,Д-2026-01861,75,Федоров Андрей.,Розница,2,Петров Б.В.,Метизы,57,102.89,5865.0,Отозвано
2026-06-12,Д-2026-01227,195,ООО «ВостокМет-195»,Опт,5,Соколова Е.Д.,Лист,257,193.11,49628.16,Оплачено
2026-06-12,Д-2026-01027,116,Ковалев Дмитрий.,Розница,3,Сидоров В.Г.,Арматура,23,622.86,14325.81,Оплачено
2026-06-12,Д-2026-00328,110,ООО «ДонСталь-110»,Опт,1,Иванов А.А.,Трубы,305,540.52,164858.11,Оплачено
2026-06-12,Д-2026-01966,194,Васильев Александр.,Розница,2,Петров Б.В.,Трубы,6,512.08,3072.47,Отозвано
2026-06-12,Д-2026-00206,181,ООО «СтальПром-181»,Опт,5,Соколова Е.Д.,Трубы,446,472.39,210686.99,Оплачено
2026-06-12,Д-2026-00146,199,Егоров Александр.,Розница,3,Сидоров В.Г.,Трубы,9,398.2,3583.79,В работе
2026-06-12,Д-2026-00753,136,ООО «БелМеталл-136»,Опт,5,Соколова Е.Д.,Арматура,501,186.57,93473.12,Оплачено
2026-06-12,Д-2026-01303,181,ООО «СтальПром-181»,Опт,5,Соколова Е.Д.,Арматура,861,392.92,338307.06,Оплачено
2026-06-12,Д-2026-00931,116,Ковалев Дмитрий.,Розница,3,Сидоров В.Г.,Арматура,4,483.84,1935.34,Оплачено
2026-06-13,Д-2026-00763,104,Кузнецов Дмитрий.,Розница,2,Петров Б.В.,Арматура,7,187.42,1311.94,Оплачено
2026-06-13,Д-2026-01318,113,Соловьев Дмитрий.,Розница,4,Кузнецов Д.Е.,Метизы,46,220.69,10151.83,Оплачено
2026-06-13,Д-2026-01045,74,Васильев Андрей.,Розница,3,Сидоров В.Г.,Арматура,3,695.93,2087.79,В работе
2026-06-13,Д-2026-01301,152,ООО «ЦентрСталь-152»,Опт,5,Соколова Е.Д.,Лист,79,653.13,51597.34,В работе
2026-06-13,Д-2026-01630,151,Волков Михаил.,Розница,3,Сидоров В.Г.,Трубы,10,908.17,9081.72,Отозвано
2026-06-13,Д-2026-01784,108,Козлов Дмитрий.,Розница,2,Петров Б.В.,Метизы,47,233.36,10967.82,В работе
2026-06-13,Д-2026-01843,180,ООО «АрмТорг-180»,Опт,5,Соколова Е.Д.,Арматура,692,127.58,88284.27,Оплачено
2026-06-13,Д-2026-01798,163,Сидоров Владимир.,Розница,4,Кузнецов Д.Е.,Арматура,20,688.7,13773.96,В работе
2026-06-13,Д-2026-00812,66,Попов Андрей.,Розница,4,Кузнецов Д.Е.,Метизы,29,79.15,2295.21,В работе
2026-06-13,Д-2026-01058,159,ООО «ТрубМаркет-159»,Опт,1,Иванов А.А.,Арматура,520,233.81,121579.9,Оплачено
2026-06-13,Д-2026-00163,109,ООО «ВолгаМет-109»,Опт,1,Иванов А.А.,Трубы,342,782.15,267496.4,Оплачено
2026-06-13,Д-2026-01568,164,Кузнецов Владимир.,Розница,4,Кузнецов Д.Е.,Арматура,21,227.04,4767.75,Оплачено
2026-06-13,Д-2026-00473,100,ООО «АрмТорг-100»,Опт,5,Соколова Е.Д.,Метизы,1044,141.39,147615.58,Оплачено
2026-06-13,Д-2026-01406,46,Попов Сергей.,Розница,2,Петров Б.В.,Трубы,12,642.14,7705.62,Оплачено
2026-06-13,Д-2026-01499,109,ООО «ВолгаМет-109»,Опт,1,Иванов А.А.,Трубы,247,633.58,156493.17,Оплачено
2026-06-13,Д-2026-00997,104,Кузнецов Дмитрий.,Розница,2,Петров Б.В.,Лист,1,795.3,795.3,Оплачено
2026-06-13,Д-2026-00900,59,ООО «ТрубМаркет-059»,Опт,1,Иванов А.А.,Арматура,263,359.5,94549.67,Оплачено
2026-06-13,Д-2026-01470,132,ООО «ЦентрСталь-132»,Опт,2,Петров Б.В.,Трубы,96,304.45,29227.53,Оплачено
2026-06-14,Д-2026-01112,64,Кузнецов Андрей.,Розница,2,Петров Б.В.,Арматура,17,219.76,3735.99,Оплачено
2026-06-14,Д-2026-00935,137,Павлов Николай.,Розница,2,Петров Б.В.,Арматура,4,467.31,1869.26,Оплачено
2026-06-14,Д-2026-00212,148,Козлов Михаил.,Розница,2,Петров Б.В.,Трубы,5,959.76,4798.82,В работе
2026-06-14,Д-2026-01985,59,ООО «ТрубМаркет-059»,Опт,1,Иванов А.А.,Трубы,53,399.58,21177.61,Оплачено
2026-06-14,Д-2026-00825,195,ООО «ВостокМет-195»,Опт,5,Соколова Е.Д.,Лист,290,353.55,102530.41,Оплачено
2026-06-14,Д-2026-00458,187,Лебедев Александр.,Розница,3,Сидоров В.Г.,Трубы,13,1178.57,15321.39,В работе
2026-06-14,Д-2026-00428,94,Васильев Алексей.,Розница,2,Петров Б.В.,Арматура,6,616.36,3698.16,Оплачено
2026-06-14,Д-2026-01019,104,Кузнецов Дмитрий.,Розница,2,Петров Б.В.,Лист,7,273.57,1914.98,В работе
2026-06-14,Д-2026-01672,53,Соловьев Сергей.,Розница,3,Сидоров В.Г.,Трубы,4,936.41,3745.63,В работе
2026-06-14,Д-2026-00581,132,ООО «ЦентрСталь-132»,Опт,2,Петров Б.В.,Метизы,1254,127.5,159889.59,Отменено
2026-06-15,Д-2026-00160,58,ООО «СтальИндустрия-058»,Опт,5,Соколова Е.Д.,Лист,39,275.32,10737.36,Отменено
2026-06-15,Д-2026-01174,185,ООО «ЛистМет-185»,Опт,5,Соколова Е.Д.,Арматура,361,189.93,68565.61,Отменено
2026-06-15,Д-2026-01270,181,ООО «СтальПром-181»,Опт,5,Соколова Е.Д.,Лист,194,766.98,148793.38,Оплачено
2026-06-15,Д-2026-01635,64,Кузнецов Андрей.,Розница,2,Петров Б.В.,Трубы,9,631.54,5683.83,В работе
2026-06-15,Д-2026-01079,194,Васильев Александр.,Розница,2,Петров Б.В.,Метизы,65,59.16,3845.37,Оплачено
2026-06-15,Д-2026-01729,138,Семенов Николай.,Розница,2,Петров Б.В.,Метизы,14,124.86,1748.08,В работе
2026-06-15,Д-2026-01436,56,Ковалев Сергей.,Розница,2,Петров Б.В.,Арматура,8,565.49,4523.9,Оплачено
2026-06-15,Д-2026-00911,76,Ковалев Андрей.,Розница,3,Сидоров В.Г.,Арматура,23,314.59,7235.49,В работе
2026-06-15,Д-2026-01594,66,Попов Андрей.,Розница,4,Кузнецов Д.Е.,Лист,4,755.91,3023.66,Оплачено
2026-06-15,Д-2026-01648,144,ООО «АрмСтрой-144»,Опт,2,Петров Б.В.,Арматура,175,367.71,64348.88,Оплачено
2026-06-15,Д-2026-01540,200,Тимофеев Александр.,Розница,2,Петров Б.В.,Лист,2,661.98,1323.95,В работе
2026-06-15,Д-2026-00397,27,ООО «УралСталь-027»,Опт,5,Соколова Е.Д.,Метизы,843,108.94,91838.78,Оплачено
2026-06-15,Д-2026-01496,59,ООО «ТрубМаркет-059»,Опт,1,Иванов А.А.,Трубы,101,652.63,65915.68,Оплачено
2026-06-15,Д-2026-00188,108,Козлов Дмитрий.,Розница,2,Петров Б.В.,Трубы,7,772.95,5410.68,Оплачено
2026-06-15,Д-2026-01922,66,Попов Андрей.,Розница,4,Кузнецов Д.Е.,Метизы,13,218.69,2842.96,Оплачено
2026-06-15,Д-2026-01038,88,Козлов Алексей.,Розница,4,Кузнецов Д.Е.,Метизы,59,57.85,3413.33,В работе
2026-06-15,Д-2026-00470,89,Новиков Алексей.,Розница,3,Сидоров В.Г.,Арматура,20,408.98,8179.54,В работе
2026-06-15,Д-2026-01326,166,Попов Владимир.,Розница,2,Петров Б.В.,Арматура,24,513.07,12313.57,Отменено
2026-06-16,Д-2026-01533,53,Соловьев Сергей.,Розница,3,Сидоров В.Г.,Арматура,23,320.25,7365.71,Оплачено
2026-06-16,Д-2026-00091,185,ООО «ЛистМет-185»,Опт,5,Соколова Е.Д.,Арматура,734,206.48,151556.07,Отменено
2026-06-16,Д-2026-01048,147,Лебедев Михаил.,Розница,4,Кузнецов Д.Е.,Метизы,54,167.06,9021.18,Оплачено
2026-06-16,Д-2026-01382,144,ООО «АрмСтрой-144»,Опт,2,Петров Б.В.,Лист,123,499.66,61458.32,Отменено
2026-06-16,Д-2026-01070,54,Васильев Сергей.,Розница,2,Петров Б.В.,Трубы,1,331.66,331.66,Отозвано
2026-06-16,Д-2026-00755,195,ООО «ВостокМет-195»,Опт,5,Соколова Е.Д.,Трубы,284,382.81,108718.96,Оплачено
2026-06-16,Д-2026-00585,44,Кузнецов Сергей.,Розница,2,Петров Б.В.,Лист,7,887.76,6214.35,Оплачено
2026-06-16,Д-2026-01064,152,ООО «ЦентрСталь-152»,Опт,5,Соколова Е.Д.,Лист,79,524.96,41472.03,Оплачено
2026-06-16,Д-2026-01815,170,Морозов Владимир.,Розница,2,Петров Б.В.,Лист,7,556.3,3894.11,Отозвано
2026-06-16,Д-2026-01025,118,ООО «СтальИндустрия-118»,Опт,5,Соколова Е.Д.,Лист,112,257.59,28850.43,Отменено
2026-06-16,Д-2026-00908,162,Петров Владимир.,Розница,3,Сидоров В.Г.,Метизы,43,84.35,3626.89,Оплачено
2026-06-16,Д-2026-00701,94,Васильев Алексей.,Розница,2,Петров Б.В.,Трубы,10,963.42,9634.19,Оплачено
2026-06-16,Д-2026-01747,195,ООО «ВостокМет-195»,Опт,5,Соколова Е.Д.,Лист,63,336.41,21193.8,Оплачено
2026-06-16,Д-2026-01783,151,Волков Михаил.,Розница,3,Сидоров В.Г.,Трубы,8,1135.17,9081.38,Оплачено
2026-06-16,Д-2026-01173,108,Козлов Дмитрий.,Розница,2,Петров Б.В.,Арматура,25,551.32,13783.08,Оплачено
2026-06-16,Д-2026-00690,31,Волков Петр.,Розница,3,Сидоров В.Г.,Арматура,29,487.77,14145.42,Оплачено
2026-06-17,Д-2026-01254,95,Федоров Алексей.,Розница,4,Кузнецов Д.Е.,Лист,5,271.56,1357.78,Отменено
2026-06-17,Д-2026-01346,8,Козлов Иван.,Розница,4,Кузнецов Д.Е.,Лист,6,265.3,1591.81,В работе
2026-06-17,Д-2026-00890,194,Васильев Александр.,Розница,2,Петров Б.В.,Лист,2,516.93,1033.86,Отменено
2026-06-17,Д-2026-00257,58,ООО «СтальИндустрия-058»,Опт,5,Соколова Е.Д.,Трубы,256,500.11,128027.65,Оплачено
2026-06-17,Д-2026-00623,12,Зайцев Иван.,Розница,3,Сидоров В.Г.,Арматура,15,521.19,7817.87,Оплачено
2026-06-17,Д-2026-01544,175,Федоров Владимир.,Розница,2,Петров Б.В.,Арматура,15,229.67,3445.04,В работе
2026-06-17,Д-2026-00075,145,ООО «ЛистМет-145»,Опт,5,Соколова Е.Д.,Трубы,75,303.89,22792.03,Отменено
2026-06-17,Д-2026-01981,48,Козлов Сергей.,Розница,2,Петров Б.В.,Арматура,27,491.62,13273.71,Оплачено
2026-06-17,Д-2026-01483,176,ООО «БелМеталл-176»,Опт,1,Иванов А.А.,Трубы,55,543.21,29876.81,Оплачено
2026-06-17,Д-2026-01820,77,Павлов Андрей.,Розница,4,Кузнецов Д.Е.,Трубы,4,385.56,1542.23,В работе
2026-06-17,Д-2026-00630,65,ООО «ЛистМет-065»,Опт,5,Соколова Е.Д.,Трубы,129,957.35,123497.88,Оплачено
2026-06-17,Д-2026-00020,138,Семенов Николай.,Розница,2,Петров Б.В.,Трубы,11,1187.86,13066.5,В работе
2026-06-17,Д-2026-01870,39,Егоров Петр.,Розница,4,Кузнецов Д.Е.,Арматура,10,210.35,2103.48,Оплачено
2026-06-17,Д-2026-01841,74,Васильев Андрей.,Розница,3,Сидоров В.Г.,Арматура,8,453.32,3626.56,Оплачено
2026-06-17,Д-2026-01075,132,ООО «ЦентрСталь-132»,Опт,2,Петров Б.В.,Метизы,1619,151.38,245079.36,Оплачено
2026-06-17,Д-2026-00443,187,Лебедев Александр.,Розница,3,Сидоров В.Г.,Арматура,9,697.89,6280.98,Отменено
2026-06-17,Д-2026-00500,81,Иванов Алексей.,Розница,3,Сидоров В.Г.,Лист,2,274.1,548.19,Отменено
2026-06-17,Д-2026-01011,194,Васильев Александр.,Розница,2,Петров Б.В.,Метизы,51,175.73,8962.31,В работе
2026-06-17,Д-2026-00686,126,Попов Николай.,Розница,2,Петров Б.В.,Лист,8,676.47,5411.77,В работе
2026-06-18,Д-2026-00095,134,ООО «ЮгМет-134»,Опт,5,Соколова Е.Д.,Арматура,848,486.21,412305.88,В работе
2026-06-18,Д-2026-01837,58,ООО «СтальИндустрия-058»,Опт,5,Соколова Е.Д.,Метизы,742,63.28,46956.51,В работе
2026-06-18,Д-2026-00919,53,Соловьев Сергей.,Розница,3,Сидоров В.Г.,Арматура,8,526.86,4214.89,Отозвано
2026-06-18,Д-2026-01233,161,Иванов Владимир.,Розница,2,Петров Б.В.,Лист,6,655.06,3930.39,В работе
2026-06-18,Д-2026-01957,116,Ковалев Дмитрий.,Розница,3,Сидоров В.Г.,Трубы,2,654.82,1309.64,Отозвано
2026-06-18,Д-2026-00799,44,Кузнецов Сергей.,Розница,2,Петров Б.В.,Арматура,24,642.29,15415.01,Оплачено
2026-06-18,Д-2026-01893,156,ООО «БелМеталл-156»,Опт,2,Петров Б.В.,Метизы,906,39.82,36077.85,Оплачено
2026-06-18,Д-2026-01812,52,Зайцев Сергей.,Розница,2,Петров Б.В.,Трубы,6,829.92,4979.49,Оплачено
2026-06-18,Д-2026-00612,21,Иванов Петр.,Розница,3,Сидоров В.Г.,Трубы,10,305.82,3058.18,Оплачено
2026-06-18,Д-2026-01427,116,Ковалев Дмитрий.,Розница,3,Сидоров В.Г.,Метизы,14,134.99,1889.93,Оплачено
2026-06-18,Д-2026-01349,194,Васильев Александр.,Розница,2,Петров Б.В.,Трубы,3,868.24,2604.72,В работе
2026-06-18,Д-2026-01627,39,Егоров Петр.,Розница,4,Кузнецов Д.Е.,Трубы,6,894.48,5366.88,В работе
2026-06-18,Д-2026-01632,113,Соловьев Дмитрий.,Розница,4,Кузнецов Д.Е.,Арматура,3,406.27,1218.81,Оплачено
2026-06-18,Д-2026-00659,52,Зайцев Сергей.,Розница,2,Петров Б.В.,Лист,6,254.5,1527.0,Отозвано
2026-06-18,Д-2026-00981,195,ООО «ВостокМет-195»,Опт,5,Соколова Е.Д.,Лист,198,308.87,61156.94,Оплачено
2026-06-18,Д-2026-00801,21,Иванов Петр.,Розница,3,Сидоров В.Г.,Арматура,14,296.13,4145.78,Отменено
2026-06-18,Д-2026-00608,199,Егоров Александр.,Розница,3,Сидоров В.Г.,Арматура,25,316.56,7913.91,В работе
2026-06-18,Д-2026-01251,163,Сидоров Владимир.,Розница,4,Кузнецов Д.Е.,Арматура,11,351.74,3869.18,Оплачено
2026-06-18,Д-2026-01918,141,Иванов Михаил.,Розница,4,Кузнецов Д.Е.,Метизы,8,135.36,1082.9,Отменено
2026-06-18,Д-2026-00905,128,Козлов Николай.,Розница,3,Сидоров В.Г.,Трубы,12,621.09,7453.12,Оплачено
2026-06-19,Д-2026-01491,195,ООО «ВостокМет-195»,Опт,5,Соколова Е.Д.,Лист,31,349.69,10840.45,Оплачено
2026-06-19,Д-2026-00042,171,Волков Владимир.,Розница,4,Кузнецов Д.Е.,Метизы,35,159.54,5584.06,Оплачено
2026-06-19,Д-2026-00518,142,ООО «МеталлИнвест-142»,Опт,2,Петров Б.В.,Арматура,897,495.99,444901.33,Оплачено
2026-06-19,Д-2026-00073,41,ООО «СтальПром-041»,Опт,2,Петров Б.В.,Метизы,1720,55.15,94860.29,Отменено
2026-06-19,Д-2026-00177,116,Ковалев Дмитрий.,Розница,3,Сидоров В.Г.,Метизы,16,234.04,3744.59,Оплачено
2026-06-19,Д-2026-01663,101,ООО «СтальПром-101»,Опт,2,Петров Б.В.,Арматура,784,491.42,385274.92,Оплачено
2026-06-19,Д-2026-00668,187,Лебедев Александр.,Розница,3,Сидоров В.Г.,Лист,7,774.23,5419.59,В работе
2026-06-19,Д-2026-00304,84,ООО «АрмСтрой-084»,Опт,2,Петров Б.В.,Лист,248,448.49,111224.9,В работе
2026-06-19,Д-2026-01779,109,ООО «ВолгаМет-109»,Опт,1,Иванов А.А.,Трубы,302,355.74,107433.11,Оплачено
2026-06-19,Д-2026-00720,94,Васильев Алексей.,Розница,2,Петров Б.В.,Лист,5,883.88,4419.38,Оплачено
2026-06-19,Д-2026-00048,84,ООО «АрмСтрой-084»,Опт,2,Петров Б.В.,Арматура,761,225.49,171597.85,Оплачено
2026-06-19,Д-2026-01447,20,ООО «АрмТорг-020»,Опт,1,Иванов А.А.,Трубы,449,473.33,212526.63,Оплачено
2026-06-20,Д-2026-01103,29,Новиков Петр.,Розница,3,Сидоров В.Г.,Арматура,29,163.14,4730.95,Оплачено
2026-06-20,Д-2026-01971,14,ООО «ЮгМет-014»,Опт,2,Петров Б.В.,Арматура,791,244.22,193176.01,Оплачено
2026-06-20,Д-2026-00307,9,Новиков Иван.,Розница,2,Петров Б.В.,Арматура,24,547.49,13139.73,В работе
2026-06-20,Д-2026-00922,125,ООО «ЛистМет-125»,Опт,2,Петров Б.В.,Трубы,487,886.09,431526.07,Оплачено
2026-06-20,Д-2026-01157,167,ООО «УралСталь-167»,Опт,1,Иванов А.А.,Лист,156,576.0,89856.4,Оплачено
2026-06-20,Д-2026-01161,134,ООО «ЮгМет-134»,Опт,5,Соколова Е.Д.,Лист,31,552.45,17125.91,В работе
2026-06-20,Д-2026-01625,1,Иванов Иван.,Розница,4,Кузнецов Д.Е.,Метизы,40,125.32,5012.91,Оплачено
2026-06-20,Д-2026-00834,161,Иванов Владимир.,Розница,2,Петров Б.В.,Арматура,8,360.13,2881.04,Оплачено
2026-06-20,Д-2026-00411,107,Лебедев Дмитрий.,Розница,4,Кузнецов Д.Е.,Трубы,13,618.41,8039.33,Отменено
2026-06-20,Д-2026-00839,86,ООО «ПрофМет-086»,Опт,2,Петров Б.В.,Трубы,209,516.77,108005.5,Оплачено
2026-06-20,Д-2026-01759,194,Васильев Александр.,Розница,2,Петров Б.В.,Арматура,17,634.41,10785.0,В работе
2026-06-21,Д-2026-01473,75,Федоров Андрей.,Розница,2,Петров Б.В.,Метизы,48,32.41,1555.83,В работе
2026-06-21,Д-2026-01110,48,Козлов Сергей.,Розница,2,Петров Б.В.,Арматура,17,415.33,7060.66,Оплачено
